lat,lng
6.5000,-10.5670
5.3330,-8.7670
5.9170,-9.3670
8.0330,-9.8500
7.1330,-11.0500
-4.2660,15.2800
-4.7900,11.8760
38.5360,68.7790
-8.6930,122.2570
-8.7390,122.3380
-8.6100,122.1820
-8.6790,122.3690
-8.7170,122.1750
-8.6720,122.2790
-6.8170,120.8000
-8.5190,122.5900
-8.6670,122.3670
-0.5000,130.0000
-8.3210,121.7110
-8.5700,122.0580
-8.7160,121.9960
-8.6880,122.1870
-8.6960,122.4250
-8.6100,122.0970
-1.0330,136.0000
-6.9670,110.6810
4.0770,108.0200
40.9810,20.2810
42.1000,19.5330
40.8340,19.5520
40.6030,19.6260
41.5020,20.3610
40.4260,20.6740
41.6740,20.0580
41.6320,19.9290
41.8390,20.3670
40.7020,19.9320
40.4430,19.9540
41.4740,19.6520
40.9950,19.7650
41.0250,20.0780
40.6580,20.7570
40.7970,20.7770
40.3890,19.6020
40.4880,20.3730
40.7630,19.4330
40.5620,19.7360
40.5710,20.1500
42.0000,19.5000
41.8330,19.6670
41.2450,19.9010
41.2830,19.8670
42.3410,20.1090
41.0550,19.8380
40.2790,20.2720
41.0670,20.4670
40.9140,19.8890
42.3720,20.0730
41.6840,20.0190
40.1670,20.0480
40.4170,20.1340
41.6350,19.7550
41.3890,19.8270
40.9630,20.6390
42.1610,20.1920
41.8760,20.3200
40.8680,20.3640
40.6250,19.4670
39.9920,19.9140
41.1140,19.6100
40.5520,20.0240
41.2160,19.9710
40.6290,20.0540
41.1520,19.9640
40.7330,20.0390
42.2610,20.0170
39.9830,20.2000
41.9800,20.6060
42.4830,19.6330
40.8330,20.0000
40.9460,20.0100
41.2890,20.3240
41.5770,20.0510
41.7170,19.9500
41.8010,20.4080
42.1500,19.8170
41.9330,20.1670
42.1670,20.3510
40.0670,20.3500
40.9680,19.6850
41.0520,19.9610
40.8460,20.6570
41.2530,19.8530
42.1000,19.7000
42.3330,19.7500
42.3260,20.0760
41.0050,20.4230
40.9420,20.2990
41.0240,19.8160
41.6830,19.8930
40.4450,20.0050
40.6500,19.5000
39.9330,20.2500
42.0900,19.8950
42.0500,19.5670
41.6890,20.1100
40.5250,20.5830
42.2650,20.0270
41.8750,19.7950
40.7670,20.3830
41.7830,19.6830
41.7500,20.3500
40.8670,19.7850
41.4290,19.5930
41.9530,19.6380
40.4180,20.5500
40.7890,20.1890
40.1510,20.5970
42.0530,19.8370
41.3500,19.7100
39.7890,20.1220
40.7270,19.7570
41.5170,20.4330
41.8610,20.0000
41.2000,19.6170
41.5220,20.2820
42.2170,19.4670
39.9100,20.0920
41.6330,20.3670
41.3440,19.5480
40.8510,20.7250
42.1330,19.6330
41.8220,20.4980
41.0260,19.7240
41.0980,20.1480
41.9260,20.1880
39.7690,20.0000
41.2170,19.7170
41.3370,20.4700
40.6270,20.9900
40.6440,19.7930
40.7180,20.4380
42.3530,19.4890
41.3810,19.5380
40.6990,19.5740
40.7040,20.7090
40.5480,19.8480
41.4300,19.9300
42.0830,20.2330
40.9670,19.8330
40.9500,19.5830
40.2680,19.6690
42.1190,19.9000
40.8860,19.5110
41.5330,19.6670
42.2480,20.3800
41.7080,19.6890
40.1170,20.0330
41.8830,20.5000
40.6480,19.8680
40.7260,20.8380
41.3330,19.5780
40.8910,20.6810
41.9500,19.7000
42.0780,20.3420
40.0310,20.2630
40.2780,20.6180
40.8310,19.9010
41.8790,20.4220
42.0410,20.4340
40.5090,20.9280
41.6500,19.6200
41.2990,19.7440
40.3960,19.7300
40.3460,19.9790
41.1050,20.0220
42.2370,19.7800
40.9990,19.9480
41.8330,20.0830
41.0630,19.7160
40.7760,20.2410
41.4330,20.4500
41.0900,20.5760
41.3540,19.8070
42.2950,19.9320
41.0520,20.0530
42.1590,19.5190
41.1960,20.0600
41.5080,19.8500
41.9850,20.5220
40.3750,20.1550
40.1180,20.5410
40.5000,19.8170
41.4030,19.5180
40.7610,20.6980
39.8360,20.1690
40.8340,20.1120
40.9290,19.9480
41.8190,19.6400
40.2000,19.7500
40.5370,20.3130
40.5170,20.1170
40.7510,19.7370
40.7800,19.8440
40.7850,20.7060
40.6120,20.6900
41.4670,20.0500
40.4210,20.2610
41.8930,19.8990
41.9920,19.4110
40.7300,19.7910
41.4000,20.2000
39.7330,20.1950
40.7270,19.6870
41.2850,20.2120
41.0430,20.0300
39.8590,20.0790
41.0690,19.6990
41.1800,19.5430
41.9160,19.6040
40.8240,19.6040
40.7090,19.6500
40.1330,20.1670
40.7790,19.9230
41.3830,19.7000
39.9060,20.0580
40.7540,19.5790
40.1830,20.2500
41.0400,19.6140
40.8880,19.5860
41.8070,20.3360
40.6020,20.5130
41.9130,20.2880
41.5450,19.6000
40.2090,20.4180
40.7440,19.9350
40.7170,19.7460
40.8810,20.1830
41.6910,19.6530
41.9920,20.3440
41.3670,20.5000
40.9130,20.5530
41.1330,20.2500
42.1880,20.0030
41.3230,19.5100
41.7290,20.3770
41.0500,19.7990
40.4390,19.8440
42.2500,19.6670
41.0220,20.1890
40.6760,19.4900
41.6270,20.0850
40.8850,20.0990
40.5360,19.5960
40.4570,19.6440
40.3900,19.8860
41.1830,19.5330
42.1170,20.5000
40.5600,20.7400
41.8780,19.4060
41.4270,19.6730
40.0470,20.1470
41.9950,20.4130
39.7280,20.0540
40.8670,19.7170
41.6810,20.4020
40.3380,20.6790
40.7460,19.4940
40.6330,20.5890
41.1460,20.2400
41.3790,19.6080
41.5890,20.4830
42.0510,20.5530
40.9860,20.5030
41.2460,19.5350
41.9380,20.0110
40.9270,20.0040
40.3670,19.8330
42.3000,19.5830
40.9720,19.7900
41.5830,19.9670
40.4730,19.7660
40.3690,20.4240
40.6290,20.2510
40.5520,19.7780
40.1330,20.1670
42.3100,20.2030
42.1180,20.4360
41.2010,20.1520
41.2640,19.6560
40.2170,19.9330
40.5940,19.8070
42.0440,19.9710
41.6830,20.2670
41.7360,20.3240
42.0670,20.1000
41.4440,19.7480
40.6940,20.9400
41.6540,20.4650
40.6510,20.8140
41.2140,19.7970
41.5330,20.0000
42.4040,20.1670
40.6780,20.2870
40.7000,20.5830
40.9210,19.8470
42.0170,19.4170
41.9080,20.3470
40.6080,20.9140
41.1410,20.1460
40.5830,20.7920
40.8570,19.7550
40.0070,20.0090
40.7870,20.9020
41.3940,19.9160
41.1010,19.5280
41.6270,20.2790
40.8180,19.6410
41.1570,20.3970
40.9550,20.4620
40.6710,19.6980
40.7840,19.7870
41.5300,20.4240
40.8060,20.2510
6.2330,73.1000
0.6170,73.2830
3.0170,73.4670
-0.6330,73.1670
5.8330,73.3000
0.4170,73.1670
5.3830,73.4830
3.4670,73.4670
5.6330,72.9170
2.8670,72.9500
4.3670,73.5000
1.9330,73.4170
-0.2970,73.4250
3.2330,72.9330
2.3670,73.1170
6.6170,72.8670
5.1330,72.9500
7.0000,73.0000
-0.5000,16.0000
2.0000,17.5000
0.0000,14.5000
-4.1630,13.7110
-4.1960,12.0000
-4.7900,11.8760
-3.1000,13.5330
-3.0140,12.3490
-2.0000,15.5000
1.3330,15.5000
-4.2660,15.2830
-3.5330,14.8330
6.2330,-9.8330
4.7500,-7.7500
7.3670,-10.3170
5.3330,-8.7670
4.7830,-8.2170
5.9170,-9.3670
5.3170,-7.8000
8.0330,-9.8500
6.5500,-10.3170
5.9670,-8.2000
6.9670,-9.6330
6.5000,-10.5670
6.8170,-8.7830
7.1330,-11.0500
6.7330,-10.8170
53.0000,28.0000
5.5000,-58.3330
6.2500,-57.8330
6.0000,-60.0000
2.9170,-59.0000
4.0000,-58.1670
4.9000,-59.3000
7.6670,-59.7500
7.0830,-58.8330
6.5000,-58.0830
6.6670,-58.5000
33.4170,35.3330
34.3330,35.9170
33.6670,35.8330
-29.5000,28.2500
-29.3170,27.4830
7.3190,-11.5790
8.4840,-13.2300
8.0630,-12.4440
9.2840,-12.1640
8.1080,-10.7510
7.5160,-12.3360
7.9520,-11.1900
8.7070,-10.9340
9.5100,-11.3460
9.1830,-12.8130
7.9890,-11.6730
8.8860,-12.0440
8.7240,-12.7590
8.6190,-11.8420
8.5000,-11.5000
38.5580,68.7800
-19.2790,30.5280
-20.8450,30.2000
-20.3600,32.3990
-18.3160,27.0570
-19.8840,31.0700
-18.3330,29.9150
-20.2900,28.9230
-20.7500,30.6170
-19.6440,31.1520
-20.3350,28.9460
-18.2050,28.9350
-20.1880,32.6240
-17.1000,28.4000
-19.6090,31.2510
-22.2170,30.0000
-18.3360,32.1470
-16.3720,30.6060
-18.8360,27.9910
-16.2920,29.3560
-19.0100,31.5900
-21.8000,29.0670
-16.8940,30.1680
-16.0330,28.8500
-21.0500,31.6670
-17.0000,31.7500
-19.7560,31.8500
-19.6070,27.0920
-16.5170,28.8000
-18.9710,32.6710
-16.3270,31.1400
-21.9670,29.5830
-19.5350,27.2930
-18.6170,27.1670
-17.4670,28.0500
-17.7120,31.5310
-18.2400,28.6500
-21.0670,29.3670
-16.8100,29.6920
-18.3640,26.4990
-15.7000,30.3170
-19.1330,32.6330
-20.1500,28.5830
-19.8000,32.8670
-17.9330,25.8310
-20.9330,29.0000
-19.2550,32.4430
-16.6580,30.7030
-19.6910,28.8300
-18.5280,32.1280
-18.3510,29.5510
-19.9600,31.8520
-21.4170,28.5330
-19.0010,28.4740
-18.2170,32.7500
-17.9830,26.8670
-16.9170,31.5330
-17.1240,31.6410
-19.5770,31.3960
-17.6830,29.0170
-20.3270,30.0660
-17.6200,27.3410
4.7500,-7.7500
5.3330,-8.7670
6.9670,-9.6330
8.0330,-9.8500
5.3170,-7.8000
6.8170,-8.7830
7.3670,-10.3170
6.7330,-10.8170
5.9170,-9.3670
6.2330,-9.8330
6.5000,-10.5670
4.7830,-8.2170
6.6610,-9.6600
6.5500,-10.3170
7.1330,-11.0500
6.4630,-10.6730
6.2640,-10.4990
6.3370,-10.7410
6.3960,-10.7360
6.2910,-10.6910
6.6010,-10.4710
6.3670,-10.7670
6.3320,-10.7990
6.9950,-9.4710
6.3130,-10.8080
4.3780,-7.7110
6.2690,-10.7320
6.4170,-10.7670
6.3540,-10.7000
6.3790,-10.7990
6.2620,-10.6600
6.3500,-10.7830
6.3060,-10.7530
6.3040,-10.7030
6.3670,-10.7830
6.3000,-10.7500
5.0110,-9.0390
6.3500,-10.7830
6.3010,-10.7970
6.3210,-10.7310
34.4600,72.5020
10.8330,-10.6670
8.5000,-11.5000
6.5000,-9.5000
4.3610,18.5550
7.0000,21.0000
4.3610,18.5550
8.4170,20.6670
5.0830,18.0000
4.5000,16.0000
6.9900,19.1870
6.7500,16.0830
5.5000,23.3330
3.5000,16.1670
5.8670,19.2000
6.3330,25.6670
7.4170,23.0000
5.9340,15.5960
7.0000,21.0000
9.8330,22.5000
5.7680,20.6760
6.2500,20.7500
4.1670,17.6670
7.0000,18.0000
7.0830,19.3330
5.0000,21.3670
4.2610,15.7920
4.3830,18.5670
5.9710,15.2630
3.8680,17.9890
-24.6550,25.9090
-29.1210,26.2140
12.1170,15.0670
16.5140,-15.8050
20.9310,-17.0350
20.2500,-10.5000
18.1000,-15.9500
2.5000,-69.0000
0.7500,-74.0000
-1.1670,-71.5000
0.5000,-76.0000
1.9170,-72.0000
18.0000,-92.6670
17.6670,-100.0000
19.2830,-99.1330
19.6670,-88.2500
19.3670,-99.6670
18.7500,-99.0670
30.0000,-115.0000
19.3330,-96.6670
27.3330,-102.0000
28.7500,-106.2500
23.2500,-103.0000
20.3330,-103.6670
29.6670,-110.5000
17.0000,-96.5000
20.5000,-99.0000
22.5000,-100.5000
20.8500,-99.8500
16.5000,-92.5000
20.7500,-88.8330
24.8330,-104.8330
19.4170,-98.1670
25.8330,-111.8330
19.1670,-101.8330
18.7500,-97.9170
21.0000,-101.0000
19.1330,-103.9000
24.0000,-98.7500
22.0000,-102.3670
25.5830,-99.7500
25.0000,-107.5000
21.8330,-104.8330
18.8330,-90.2500
-21.1330,-175.2000
6.2690,-10.7320
5.9340,-7.7620
6.3370,-10.7410
5.9590,-9.4220
6.9920,-9.2730
6.4170,-10.7670
6.3270,-10.8070
6.2910,-10.6910
6.4230,-10.7850
6.3010,-10.7970
-7.2500,-42.3330
-10.5000,-48.0000
-18.0000,-44.0000
-20.5000,-55.0000
-5.0000,-45.0000
-15.5810,-49.6360
-13.0000,-56.0000
-12.0000,-42.0000
-15.7500,-47.7500
9.5000,2.2500
5.7740,0.6720
12.5000,-1.6670
7.0000,0.5000
11.2690,0.5890
10.9060,0.8400
8.1000,-1.2000
9.1670,-1.2500
18.0000,-2.0000
8.6500,-0.9840
6.1590,0.0630
8.6670,1.0830
7.8000,0.1330
8.0000,-5.5000
11.4820,-0.5170
8.2790,-2.2360
6.2990,0.0590
13.0830,-61.2000
13.2880,-61.1300
13.1670,-61.2330
13.1580,-61.2350
13.2330,-61.2670
0.0000,0.0000
39.8330,71.0000
42.4170,74.5000
41.5000,72.5000
41.4330,75.9670
42.3330,72.0000
42.0000,78.0000
42.8670,74.6000
40.0000,73.0000
42.5830,20.9170
31.9330,35.2050
1.3280,172.9770
18.0000,-92.6670
18.8330,-90.2500
19.6670,-88.2500
20.7500,-88.8330
16.5000,-92.5000
17.0000,-96.5000
-2.4910,28.8430
-1.6740,29.2280
-2.9440,25.9220
0.5150,25.1910
-4.3280,15.3140
-5.7990,13.4410
-3.3170,17.3810
-11.6610,27.4790
-6.1360,23.5900
0.0490,18.2600
-5.8960,22.4170
42.0000,20.6500
42.4670,21.4500
42.6600,20.2900
42.6280,20.8940
42.9830,20.7750
42.2330,20.7330
42.4890,20.7470
42.3830,20.6170
42.7670,20.4830
42.5670,21.4000
42.6000,21.6170
42.3450,21.3940
42.6870,21.0700
42.7000,21.2830
42.3500,20.8500
42.3670,21.1330
42.5830,20.6000
42.2330,21.0000
42.7330,20.7830
42.3330,21.3670
42.1390,21.2660
42.4080,21.4770
42.5390,20.2880
42.6210,21.0400
42.9170,20.6330
42.9000,21.2000
42.2000,21.2500
42.4170,21.0170
42.5050,20.2130
42.5740,21.1520
42.5070,21.6020
42.8000,20.9830
42.3260,20.7270
42.3800,20.4310
-1.8350,38.4510
-0.4250,37.5310
0.9900,35.5500
-1.5330,39.4170
1.7500,35.2500
-4.1330,39.2000
-0.5000,37.3330
-0.2730,35.3830
1.7500,40.0170
-0.7900,35.3500
0.3500,34.1700
-3.4000,38.3700
-0.5310,37.4510
2.9670,37.6000
0.0420,36.3670
-0.7500,34.8330
-0.7500,35.0000
0.3330,36.7670
-0.0690,34.6400
-2.2800,40.9000
-0.4840,36.1710
3.3670,40.7000
0.6670,36.0000
-2.1310,36.8780
3.0000,35.5000
-1.1830,37.1170
0.1050,34.3020
1.0450,34.9790
0.0460,37.6560
-0.4200,36.9500
0.0550,35.1930
-0.6660,34.4810
-1.2820,37.4080
-0.6000,37.4330
0.5000,35.3170
-0.7170,37.1500
0.6600,34.6390
0.0720,34.7120
-1.1500,36.9670
-1.2830,36.8330
-3.5630,39.6440
-0.9820,34.4090
-1.0900,36.6990
-0.1010,38.0290
1.3330,37.1170
-4.0200,39.6670
0.0000,37.5180
-2.2220,37.8720
-0.6840,36.9940
-0.3440,36.5000
-0.1720,40.0410
-2.9210,39.8400
0.9830,38.5330
-1.2410,35.7360
0.3340,34.7970
6.5000,-58.0830
40.1170,44.0000
39.9170,44.8330
40.7500,43.8330
39.3330,46.2500
40.9170,45.1670
39.7500,45.4170
40.1810,44.5140
40.4170,44.7500
41.0000,44.5000
40.2500,45.4170
40.4170,44.1670
-30.0670,27.8000
-29.8040,27.5030
-30.0000,28.7500
-29.5670,28.6000
-29.0370,28.2530
-29.2170,29.0330
-30.3670,28.0000
-28.8000,28.5670
-29.1670,27.9170
25.0390,102.7180
29.8780,121.5490
29.8780,121.5490
39.9080,116.3970
41.4330,75.9670
42.3330,72.0000
42.0000,78.0000
42.4170,74.5000
13.8000,-7.5000
15.0000,-86.5000
13.0000,-85.0000
41.8740,72.9420
42.4600,76.1870
39.9370,69.5680
41.4940,71.7580
-19.8150,-174.3540
-19.7340,-174.2870
-19.7490,-174.3170
-19.6850,-174.2740
-19.7530,-174.3230
-19.6520,-174.2940
-19.8210,-174.3660
-19.7880,-174.3450
-19.8170,-174.3500
-19.7420,-174.3050
-19.6620,-174.2900
-19.7840,-174.3430
42.4600,76.1870
41.1000,73.0830
42.7670,78.1860
40.3060,72.6410
40.2660,72.6180
2.5000,-69.0000
-1.1670,-71.5000
3.5000,-73.0000
0.5000,-76.0000
1.9170,-72.0000
0.7500,-74.0000
15.0000,19.0000
12.1070,15.0440
46.0000,105.0000
-33.0000,-56.0000
12.6500,-8.0000
14.7670,-17.2830
9.6070,-13.5970
18.1000,-15.9500
16.5830,-11.5830
18.6670,-10.3330
18.1000,-15.9500
16.0000,-12.8330
16.5830,-9.8330
18.8830,-7.0000
17.8670,-14.6590
20.7170,-16.1670
20.0000,-15.0830
24.2500,-9.5000
17.2500,-13.4000
15.3830,-12.1330
20.7500,-10.2500
15.7600,-86.7820
15.4000,-87.8000
15.6140,-87.9530
10.3870,-2.3330
5.9740,-1.2220
4.8990,-2.2690
10.9360,-1.5220
10.7050,-1.7540
10.6220,-1.5690
10.2330,-1.2820
10.7330,-1.5670
9.5000,-1.0000
10.8450,-1.3440
10.3410,-2.3810
10.3500,-0.8000
10.3330,-2.2500
10.2350,-1.2840
10.8600,-1.6710
7.6100,-2.9050
10.7230,-1.7300
10.4330,-1.3330
10.5710,-1.4040
10.8760,-1.9790
9.2730,-2.4130
10.9170,-0.5170
10.3300,-1.0830
5.7740,0.6720
5.8760,-1.5220
9.9290,-1.8680
10.7860,-0.8510
10.9650,-1.3360
10.7350,-1.2910
10.3920,-2.3340
10.7980,-1.5620
10.7050,-2.1080
10.0510,-1.8830
10.7500,-0.7500
9.7470,-2.1150
10.3940,-2.0680
10.2960,-1.9670
9.4040,-1.9970
10.5820,-2.2880
9.4890,-1.9560
8.6500,-0.9840
10.7170,-0.8000
10.9950,-1.5690
10.9930,-1.1130
10.9330,-1.6010
8.9240,-1.3230
5.0990,-2.9100
10.3590,-1.3330
9.0670,-1.6000
10.8100,-1.4270
10.2670,-1.2500
9.0830,-1.8170
10.9590,-1.1130
10.5670,-0.5000
6.4650,-1.7720
39.0000,35.0000
39.9200,32.8540
41.4330,75.9670
42.4170,74.5000
42.8670,74.6000
42.0000,78.0000
41.5000,72.5000
39.8330,71.0000
42.3330,72.0000
40.0000,73.0000
11.0000,35.5000
8.0000,39.0000
7.8330,34.5000
14.1670,38.8330
6.0590,36.7270
11.5000,38.5000
-1.0000,11.7500
-1.0000,15.5000
-2.5000,23.5000
1.7000,10.5000
6.0000,12.5000
7.0000,21.0000
-0.6120,30.5560
0.9670,33.8260
6.8040,-58.1550
6.8120,-58.1170
6.8170,-58.1150
5.0000,-59.0000
48.0000,68.0000
-9.6330,160.2000
-9.4330,159.9500
-9.4320,160.0060
-8.0000,159.0000
-16.9170,49.5830
-17.5170,48.9500
-16.9510,48.5470
-14.5730,48.7710
-16.1500,46.6170
-16.5000,49.5000
-14.6500,49.6500
-13.9170,-171.8000
11.5620,43.1070
12.0000,42.5000
11.1090,42.3740
11.9630,43.2910
11.5000,42.7500
11.2000,42.9400
6.5000,1.3330
8.6670,1.0000
7.5000,1.1670
9.5510,1.1860
10.5000,0.5000
34.7570,71.4910
33.0150,69.9990
-22.9030,-43.2080
7.4540,151.8050
5.3250,162.9810
9.5380,138.0970
6.9640,158.2060
-13.7710,-172.3050
-13.8590,-171.8200
-13.7000,-172.4670
-13.8480,-171.9240
-13.8270,-171.8540
-13.8780,-171.7980
-13.5000,-172.5000
-13.8710,-171.8730
-13.5000,-172.2500
-13.9760,-171.8580
-14.0410,-171.5190
-13.9990,-171.6520
-14.0340,-171.4640
-13.8540,-171.9500
-14.0080,-171.4290
-13.8530,-171.9910
-13.8330,-171.7670
-6.0000,155.0000
-3.1660,151.6940
-5.7500,144.2500
-5.5000,143.5000
-1.3100,143.5810
-4.0000,143.7500
-6.5000,145.5830
-4.6130,151.8880
-5.8780,149.8260
-6.5000,143.5830
-7.7590,147.5930
-10.0000,148.0000
-6.2500,144.8330
-10.5530,150.3150
-9.4170,147.1670
-7.7250,145.0850
-6.2980,142.8440
-3.5000,142.0000
-5.9020,144.6730
-9.0000,148.5000
-5.0000,145.5000
4.7500,-7.7500
7.3670,-10.3170
5.4570,-9.5820
6.2330,-9.8330
5.9670,-8.2000
5.3330,-8.7670
8.0330,-9.8500
5.3170,-7.8000
6.9670,-9.6330
6.3010,-10.7970
6.5500,-10.3170
4.7830,-8.2170
6.7330,-10.8170
7.1330,-11.0500
6.8170,-8.7830
47.9080,106.8830
13.8830,-15.2670
13.0080,-12.9150
12.7070,-15.5580
14.5000,-14.2500
14.0000,-16.0000
15.1670,-13.6670
16.1670,-14.0000
13.0000,-14.4170
16.3330,-15.0000
13.9170,-13.2500
3.8670,11.5170
39.9170,116.3970
-15.1160,39.2670
-25.5000,32.3330
-19.8440,34.8390
-12.9740,40.5180
-16.1560,33.5870
34.3330,35.9170
33.2500,35.5000
33.8830,35.5000
34.2080,36.3000
33.6670,35.8330
34.5330,36.1670
33.9170,35.6670
33.4170,35.3330
9.5380,-13.6770
39.0000,71.0000
12.6670,106.0830
13.0730,106.0790
12.9240,103.9150
13.7500,106.2500
12.7500,107.0000
13.8330,107.1170
12.6170,106.0210
12.6520,105.9930
12.4470,106.0290
13.0000,105.0000
31.0000,62.5000
33.3330,67.7500
31.0000,65.7500
35.7500,69.0000
34.5000,62.0000
36.7500,68.7500
35.0000,63.7500
34.2500,68.0000
34.5000,69.4170
33.7500,66.2500
33.6670,69.3330
36.7500,67.0000
34.7500,67.2500
34.9500,71.1330
36.8330,65.8330
35.4020,69.9830
35.3000,70.8330
35.0000,68.9170
34.0000,65.0000
32.4170,68.7500
35.8330,66.1670
32.5000,62.5000
36.2500,64.8330
33.3830,69.8830
34.3330,70.4170
34.7830,70.1830
36.6670,69.7500
36.7500,72.0000
36.0000,67.6670
35.0000,69.5830
34.0000,69.2500
31.0000,64.0000
32.8330,66.0000
28.1990,112.9710
29.5630,106.5530
41.7920,123.4330
42.3330,72.0000
42.4170,74.5000
8.6670,1.0830
6.1370,1.2120
33.4170,35.3330
33.2500,35.5000
33.8830,35.5000
33.6670,35.8330
34.3330,35.9170
33.9170,35.6670
8.1000,-1.2000
2.5000,27.0000
18.8830,-7.0000
16.5830,-9.8330
18.1000,-15.9500
16.0000,-12.8330
24.2500,-9.5000
20.7500,-10.2500
16.5830,-11.5830
17.2500,-13.4000
20.0000,-15.0830
15.3830,-12.1330
18.6670,-10.3330
20.7170,-16.1670
17.8670,-14.6590
8.6670,1.0830
19.4000,1.2000
15.3180,0.7450
14.7000,-3.4000
15.3830,2.1010
22.6740,-3.9790
16.6620,2.7020
19.7000,-3.6000
20.2010,1.0120
16.6000,1.6000
15.9590,3.1410
8.6670,1.0830
10.8330,-10.6670
31.4170,34.3330
31.6670,35.2500
-15.8370,37.2230
-15.4640,36.9820
-12.4650,39.6240
-17.3070,37.5050
-12.9710,40.3960
-16.8940,37.8360
-12.2470,40.1210
-16.4340,37.2120
-17.2640,38.1370
-15.6490,37.6640
-16.1440,38.3680
-12.5370,38.7660
-12.9890,39.8980
-12.3430,40.5860
-16.8370,36.9870
-12.4330,40.4880
16.0000,-24.0000
-6.2980,142.8440
-8.6170,142.1170
-6.3330,143.3330
-5.7290,141.3750
-7.7250,145.0850
-7.5000,142.0000
-7.2500,144.3330
-9.0840,143.2040
-6.0000,147.0000
11.3660,-12.3000
11.5450,-10.6750
11.4170,-12.6670
10.0000,-10.8330
12.0830,-12.0830
10.6000,-11.1170
11.4670,-11.6000
11.5830,-11.8330
9.2500,-9.9170
13.4500,-16.5830
42.5830,20.9170
9.0250,38.7470
42.7500,19.2500
8.2500,16.4200
8.3290,17.9160
14.0000,19.0000
11.5000,18.5000
9.5000,16.5000
-9.4790,147.1780
-9.4170,147.1670
-9.4490,147.1940
-9.4090,147.1870
-9.4850,147.1920
-9.4550,147.2110
-9.4190,147.1830
-9.4970,147.1990
-9.4690,147.1990
-9.4810,147.1840
-9.4300,147.1650
-9.4640,147.1580
-9.4610,147.1810
-9.4760,147.1910
-9.4790,147.1710
-9.3890,147.1620
-9.4700,147.1630
-9.4430,147.1800
12.2500,43.0840
11.5000,42.7500
12.0000,42.5000
11.5000,42.1670
13.6170,-14.9170
13.5000,-14.8500
13.5400,-14.7640
13.5830,-14.8330
13.6670,-15.0670
13.5500,-14.9670
13.6670,-15.0330
13.5500,-15.2670
13.6910,-14.8790
13.5500,-14.9000
13.6500,-14.8830
13.5500,-15.2670
13.5830,-14.8330
13.4670,-14.6830
13.6670,-15.0000
42.4410,19.2640
-13.6710,-172.1780
-13.7930,-172.2540
-13.7580,-172.2930
-13.9770,-171.8660
-13.9120,-172.0160
-13.6100,-172.4410
-13.4760,-172.3150
-13.9170,-171.7500
-13.8320,-172.0360
-13.9000,-172.0570
-13.8230,-171.9610
-13.5310,-172.7900
-18.1420,178.4410
-14.0450,-171.4390
-13.8330,-171.7670
-13.7280,-172.2100
-13.8000,-172.1330
-13.7950,-171.8310
-13.8750,-171.6420
-13.7940,-172.5110
-14.0010,-171.4260
-13.5200,-172.6380
-14.0300,-171.6930
-13.6600,-172.1840
-13.9350,-171.9700
-13.8640,-171.7040
-18.1220,178.4950
-13.8870,-171.5880
-13.4510,-172.4020
-13.8620,-171.8750
-13.5010,-172.7880
-13.7720,-172.3650
-14.0090,-171.7770
-13.6460,-172.6660
-13.8030,-171.8910
-14.0380,-171.6780
-13.8480,-171.7420
-13.6680,-172.1760
-13.5400,-172.5190
-18.0000,178.0000
-13.5900,-172.2100
-13.9760,-171.4680
-13.9520,-171.5150
-13.7470,-172.2640
-13.4420,-172.3490
-14.0430,-171.5700
14.5000,-14.2500
18.0000,-2.0000
10.8330,-10.6670
20.2500,-10.5000
1.0000,7.0000
32.1140,35.1950
31.8630,35.2080
32.1040,35.2250
32.3870,35.3240
32.1040,35.0920
32.0690,35.1530
31.9680,35.1050
32.4100,35.0710
32.3240,35.2210
32.0670,35.0830
31.6670,35.2500
32.1180,35.1570
32.4050,35.2020
32.0780,35.0440
31.9510,35.4680
31.8850,35.0720
31.7230,35.2910
31.6940,35.1670
31.6860,35.1210
31.6230,35.1040
31.7050,35.2040
31.9700,35.1940
32.4550,35.2610
32.0660,35.0250
32.1650,34.9770
32.5080,35.2280
31.8520,35.2010
31.8330,35.2630
31.7010,35.1800
31.9110,35.2670
32.0350,35.2860
32.1310,35.1400
31.7150,35.1880
31.8350,35.1490
32.1900,34.9710
32.4560,35.3620
31.6510,35.0640
31.7190,35.1410
32.3520,35.0770
31.7010,35.2260
32.1250,35.3450
32.3180,35.1870
32.1750,35.0580
32.0000,35.2820
32.2510,35.2670
32.2760,35.1990
31.5850,35.1440
31.9660,35.2930
32.1150,35.0800
32.3340,35.1120
31.9470,35.0200
32.0330,35.2650
32.2610,35.1320
32.4860,35.2300
31.3970,35.0660
31.7090,35.1350
32.2410,35.2870
31.9760,35.2610
32.1280,35.0990
31.8510,35.1120
32.4790,35.2540
31.4100,34.9760
31.8700,35.0650
31.5760,35.0120
31.5580,34.9760
31.8800,35.2200
32.1770,35.3350
31.5090,34.9490
31.6360,35.2140
32.1080,35.0510
32.0720,35.0990
32.2830,35.3840
32.1900,35.3250
32.4460,35.1680
32.1140,35.1420
31.9760,35.1160
32.1020,35.2890
32.0960,35.0400
32.3760,35.1550
32.1080,35.2380
31.5160,35.1640
31.5390,35.0500
32.3610,35.1960
32.3080,35.1170
32.4330,35.0830
32.3380,35.4170
31.6090,35.0350
32.0450,35.1700
31.5960,35.0300
31.6240,35.1550
31.8340,35.1190
32.1530,35.0470
32.3100,35.0290
